id_lote,nombre_lote,estado_lote,tipo_proceso,timestamp,horas_transcurridas,horas_restantes,temperatura_grano,temperatura_ambiental,humedad_grano_raw,presion_hpa,altitud_m,lluvia_analog,lluvia_detectada,lluvia,luz,delta_temp,_es_anomalia,_severidad,_tipo_anomalia,lluvia_sostenida,temp_grano_media_1h,temp_grano_std_1h,temp_ambiental_media_1h,velocidad_cambio_temp_grano_c_h,progreso_proceso,hora_sin,hora_cos,horas_desde_ultima_lluvia,lluvia_eventos_24h,luz_acumulada_6h
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:52.914814,2.168166509444444,,33.06,33.87,,953.875,506.497,,,0.0,3.33,-0.8099999999999952,False,normal,normal,False,33.06,,33.87,,0.0120453694969135,0.9692309097067544,-0.2461532930289928,,0.0,3.33
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:53.681053,2.168379353611112,,33.06,33.87,,953.893,506.344,,,0.0,3.33,-0.8099999999999952,False,normal,normal,False,33.06,0.0,33.87,0.0,0.0120465519645061,0.9692309097067544,-0.2461532930289928,,0.0,6.66
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:54.240631,2.1685347919444444,,33.0,33.86,,953.891,506.354,,,0.0,3.33,-0.8599999999999994,False,normal,normal,False,33.04,0.0346410161513778,33.86666666666667,-386.005168180322,0.0120474155108024,0.9692309097067544,-0.2461532930289928,,0.0,9.99
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:54.801110,2.168690480555556,,33.06,33.86,,953.876,506.486,,,0.0,3.33,-0.7999999999999972,False,normal,normal,False,33.045,0.0300000000000005,33.864999999999995,385.3846442061312,0.0120482804475308,0.9692309097067544,-0.2461532930289928,,0.0,13.32
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:55.352188,2.1688435577777776,,33.06,33.86,,953.875,506.486,,,0.0,3.33,-0.7999999999999972,False,normal,normal,False,33.048,0.0268328157299979,33.864,0.0,0.0120491308765432,0.9692309097067544,-0.2461532930289928,,0.0,16.65
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:55.905461,2.168997244722222,,33.0,33.86,,953.894,506.336,,,0.0,3.33,-0.8599999999999994,False,normal,normal,False,33.04,0.0309838667696598,33.86333333333334,-390.40401393165433,0.0120499846929012,0.9692309097067544,-0.2461532930289928,,0.0,19.98
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:56.458512,2.16915087,,33.0,33.85,,953.877,506.478,,,0.0,3.33,-0.8500000000000014,False,normal,normal,False,33.03428571428572,0.0320713490294913,33.86142857142857,0.0,0.0120508381666666,0.9692309097067544,-0.2461532930289928,,0.0,23.31
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:57.010651,2.1693042419444444,,33.06,33.86,,953.887,506.392,,,0.0,3.33,-0.7999999999999972,False,normal,normal,False,33.0375,0.0310529501704064,33.86125,391.205837660459,0.0120516902330246,0.9692309097067544,-0.2461532930289928,,0.0,26.64
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:57.563924,2.169457928888889,,33.06,33.84,,953.871,506.534,,,0.0,3.33,-0.7800000000000011,False,normal,normal,False,33.04,0.0300000000000006,33.85888888888889,0.0,0.0120525440493827,0.9692309097067544,-0.2461532930289928,,0.0,29.97
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:58.115803,2.169611228611111,,33.0,33.84,,953.871,506.537,,,0.0,3.33,-0.8400000000000034,False,normal,normal,False,33.036,0.0309838667696599,33.857,-391.3901416796221,0.0120533957145061,0.9692309097067544,-0.2461532930289928,,0.0,33.3
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:58.672254,2.1697657983333336,,33.0,33.83,,953.881,506.447,,,0.0,3.33,-0.8299999999999983,False,normal,normal,False,33.03272727272727,0.0313339780720261,33.85454545454545,0.0,0.0120542544351851,0.9692309097067544,-0.2461532930289928,,0.0,36.63
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:59.232881,2.169921528055556,,33.0,33.83,,953.873,506.485,,,0.0,3.33,-0.8299999999999983,False,normal,normal,False,33.03,0.031333978072026,33.8525,0.0,0.0120551196003086,0.9692309097067544,-0.2461532930289928,,0.0,39.96
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:57:59.784838,2.170074849444444,,33.0,33.84,,953.877,506.485,,,0.0,3.33,-0.8400000000000034,False,normal,normal,False,33.027692307692305,0.0311324712997666,33.85153846153846,0.0,0.0120559713858024,0.9692309097067544,-0.2461532930289928,,0.0,43.29
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:00.340762,2.1702292727777777,,33.0,33.83,,953.864,506.593,,,0.0,3.33,-0.8299999999999983,False,normal,normal,False,33.02571428571429,0.030813155460786,33.85,0.0,0.0120568292932098,0.9681476403781076,-0.2503800040544414,,0.0,46.620000000000005
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:00.896727,2.1703837075,,33.0,33.84,,953.854,506.684,,,0.0,3.33,-0.8400000000000034,False,normal,normal,False,33.024,0.0304255531702269,33.849333333333334,0.0,0.0120576872638888,0.9681476403781076,-0.2503800040544414,,0.0,49.95
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:01.448917,2.1705370936111112,,33.06,33.85,,953.853,506.692,,,0.0,3.33,-0.7899999999999991,False,normal,normal,False,33.026250000000005,0.030740852297879,33.849375,391.169706079444,0.0120585394089506,0.9681476403781076,-0.2503800040544414,,0.0,53.28
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:02.228706,2.1707537016666665,,33.06,33.85,,953.846,506.749,,,0.0,3.33,-0.7899999999999991,False,normal,normal,False,33.02823529411765,0.0308697453256517,33.849411764705884,0.0,0.012059742787037,0.9681476403781076,-0.2503800040544414,,0.0,56.61
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:02.780953,2.170907103611111,,33.06,33.87,,953.875,506.502,,,0.0,3.33,-0.8099999999999952,False,normal,normal,False,33.03,0.0308697453256517,33.85055555555555,0.0,0.0120605950200617,0.9681476403781076,-0.2503800040544414,,0.0,59.94
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:03.332416,2.171060287777778,,33.06,33.88,,953.85,506.716,,,0.0,3.33,-0.8200000000000003,False,normal,normal,False,33.03157894736842,0.0307793505625548,33.852105263157895,0.0,0.0120614460432098,0.9681476403781076,-0.2503800040544414,,0.0,63.27
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:03.884830,2.171213736111111,,33.0,33.89,,953.866,506.574,,,0.0,3.33,-0.8900000000000006,False,normal,normal,False,33.03,0.0307793505625549,33.854,-391.0110895089701,0.0120622985339506,0.9681476403781076,-0.2503800040544414,,0.0,66.6
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:04.438808,2.171367618888889,,33.06,33.9,,953.841,506.793,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False,33.03142857142858,0.0307059789431499,33.85619047619048,389.9071804295625,0.0120631534382716,0.9681476403781076,-0.2503800040544414,,0.0,69.93
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:04.998866,2.1715231905555554,,33.06,33.9,,953.871,506.53,,,0.0,3.33,-0.8399999999999963,False,normal,normal,False,33.03272727272727,0.030578831486258,33.85818181818182,0.0,0.0120640177253086,0.9681476403781076,-0.2503800040544414,,0.0,73.26
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:05.550567,2.1716764408333336,,33.06,33.91,,953.846,506.753,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False,33.03391304347826,0.0304121881121827,33.86043478260869,0.0,0.0120648691157407,0.9681476403781076,-0.2503800040544414,,0.0,76.59
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:06.102787,2.171829835277778,,33.0,33.92,,953.821,506.974,,,0.0,3.33,-0.9200000000000016,False,normal,normal,False,33.0325,0.0305386426622436,33.86291666666667,-391.14845532579074,0.0120657213070987,0.9681476403781076,-0.2503800040544414,,0.0,79.92
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:06.659529,2.1719844858333333,,33.06,33.95,,953.852,506.702,,,0.0,3.33,-0.8900000000000006,False,normal,normal,False,33.0336,0.0303973683071419,33.8664,387.9714481752916,0.0120665804768518,0.9681476403781076,-0.2503800040544414,,0.0,83.25
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:07.214987,2.1721387797222222,,33.06,33.96,,953.886,506.403,,,0.0,3.33,-0.8999999999999986,False,normal,normal,False,33.034615384615385,0.0302298884193474,33.87,0.0,0.0120674376651234,0.9681476403781076,-0.2503800040544414,,0.0,86.58
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:07.766820,2.1722920666666665,,33.13,33.96,,953.845,506.757,,,0.0,3.33,-0.8299999999999983,False,normal,normal,False,33.03814814814815,0.0348664525822398,33.873333333333335,456.6598952944116,0.0120682892592592,0.9681476403781076,-0.2503800040544414,,0.0,89.91
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:08.318597,2.172445338055556,,33.06,33.97,,953.872,506.527,,,0.0,3.33,-0.9099999999999966,False,normal,normal,False,33.03892857142857,0.0344630006339912,33.87678571428571,-456.7062418332062,0.0120691407669753,0.9681476403781076,-0.2503800040544414,,0.0,93.24
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:08.875142,2.172599933888889,,33.06,33.97,,953.858,506.644,,,0.0,3.33,-0.9099999999999966,False,normal,normal,False,33.039655172413795,0.0340674497578699,33.88,0.0,0.012069999632716,0.9681476403781076,-0.2503800040544414,,0.0,96.57
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:09.434943,2.1727554341666666,,33.13,33.98,,953.85,506.72,,,0.0,3.33,-0.8499999999999943,False,normal,normal,False,33.04266666666667,0.0373181414081809,33.88333333333333,450.15996755990255,0.0120708635231481,0.9681476403781076,-0.2503800040544414,,0.0,99.9
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:09.996859,2.1729115219444446,,33.13,33.99,,953.851,506.706,,,0.0,3.33,-0.8599999999999994,False,normal,normal,False,33.04548387096774,0.0399031084568132,33.88677419354839,0.0,0.0120717306774691,0.9681476403781076,-0.2503800040544414,,0.0,103.23
12,Lote kajve-CA689C,en_proceso,lavado,2026-07-19 06:58:10.552600,2.1730658944444445,,33.13,34.0,,953.84,506.801,,,0.0,3.33,-0.8699999999999974,False,normal,normal,False,33.048125,0.0420013440645164,33.8903125,0.0,0.0120725883024691,0.9681476403781076,-0.2503800040544414,,0.0,106.56
